Date,Statistic,GDP,Population,Inflation Rate,Interest Rate
1996-01-01,43333.333333333336,127488.816923077,7800.4,2.9,6.233333333333333
1996-01-02,43166.666666666664,128195.57634615392,7804.791666666666,3.0,6.086666666666667
1996-01-03,43000.0,128902.33576923083,7809.183333333333,3.0,5.94
1996-01-04,42816.666666666664,129609.09519230775,7813.575,2.8,5.856666666666667
1996-01-05,42633.333333333336,130315.85461538467,7817.966666666666,2.8,5.773333333333333
1996-01-06,42450.0,131022.61403846159,7822.358333333334,2.8,5.69
1996-01-07,42633.333333333336,131729.3734615385,7826.75,2.7,5.69
1996-01-08,42816.666666666664,132436.13288461542,7831.141666666666,2.7,5.69
1996-01-09,43000.0,133142.89230769232,7835.533333333334,2.7,5.69
1996-01-10,43000.0,133849.65173076926,7839.925,3.0,5.773333333333333
1996-01-11,43000.0,134556.41115384616,7844.316666666667,3.1,5.856666666666667
1996-01-12,43000.0,135263.1705769231,7848.708333333334,2.8,5.94
1997-01-01,43333.333333333336,135969.93,7853.1,2.6,5.94
1997-01-02,43666.666666666664,137153.93583333332,7856.075000000001,2.4,5.94
1997-01-03,44000.0,138337.94166666665,7859.05,2.2,5.94
1997-01-04,44666.666666666664,139521.9475,7862.025000000001,2.1,6.043333333333334
1997-01-05,45333.333333333336,140705.95333333334,7865.0,2.1,6.1466666666666665
1997-01-06,46000.0,141889.95916666667,7867.975,2.1,6.25
1997-01-07,46333.333333333336,143073.965,7870.950000000001,2.4,6.416666666666667
1997-01-08,46666.666666666664,144257.97083333333,7873.925,2.3,6.583333333333333
1997-01-09,47000.0,145441.97666666665,7876.900000000001,2.2,6.75
1997-01-10,47316.666666666664,146625.98249999998,7879.875,2.2,6.916666666666667
1997-01-11,47633.333333333336,147809.98833333334,7882.85,2.1,7.083333333333333
1997-01-12,47950.0,148993.99416666667,7885.825,1.9,7.25
1998-01-01,48133.333333333336,150178.0,7888.8,1.8,7.25
1998-01-02,48316.666666666664,150815.25,7894.325,1.8,7.25
1998-01-03,48500.0,151452.5,7899.85,1.9,7.25
1998-01-04,48991.666666666664,152089.75,7905.375,2.1,7.333333333333333
1998-01-05,49483.333333333336,152727.0,7910.900000000001,2.2,7.416666666666667
1998-01-06,49975.0,153364.25,7916.425,1.9,7.5
1998-01-07,50650.0,154001.5,7921.950000000001,1.7,7.5
1998-01-08,51325.0,154638.75,7927.475,1.6,7.5
1998-01-09,52000.0,155276.0,7933.0,1.7,7.5
1998-01-10,52500.0,155913.25,7938.525000000001,1.6,7.083333333333333
1998-01-11,53000.0,156550.5,7944.05,1.7,6.666666666666667
1998-01-12,53500.0,157187.75,7949.575000000001,1.9,6.25
1999-01-01,53666.666666666664,157825.0,7955.1,2.0,6.0
1999-01-02,53833.333333333336,158477.0,7958.058333333333,1.9,5.75
1999-01-03,54000.0,159129.0,7961.016666666667,2.1,5.5
1999-01-04,54666.666666666664,159781.0,7963.975,2.0,5.333333333333333
1999-01-05,55333.333333333336,160433.0,7966.933333333333,1.7,5.166666666666667
1999-01-06,56000.0,161085.0,7969.891666666667,1.8,5.0
1999-01-07,57316.666666666664,161737.0,7972.85,1.7,5.083333333333333
1999-01-08,58633.333333333336,162389.0,7975.808333333333,1.6,5.166666666666667
1999-01-09,59950.0,163041.0,7978.766666666667,1.6,5.25
1999-01-10,60800.0,163693.0,7981.725,1.5,5.333333333333333
1999-01-11,61650.0,164345.0,7984.683333333333,1.5,5.416666666666667
1999-01-12,62500.0,164997.0,7987.641666666667,1.5,5.5
2000-01-01,62950.0,165649.0,7990.6,1.2,5.583333333333333
2000-01-02,63400.0,166174.0,7993.333333333334,1.2,5.666666666666667
2000-01-03,63850.0,166699.0,7996.066666666667,1.0,5.75
2000-01-04,64233.333333333336,167224.0,7998.8,0.9,5.75
2000-01-05,64616.666666666664,167749.0,8001.533333333334,1.0,5.75
2000-01-06,65000.0,168274.0,8004.266666666666,1.2,5.75
2000-01-07,65791.66666666667,168799.0,8007.0,1.2,5.75
2000-01-08,66583.33333333333,169324.0,8009.733333333334,1.0,5.75
2000-01-09,67375.0,169849.0,8012.466666666666,1.3,5.75
2000-01-10,68583.33333333333,170374.0,8015.2,1.4,5.75
2000-01-11,69791.66666666667,170899.0,8017.933333333333,1.5,5.75
2000-01-12,71000.0,171424.0,8020.666666666666,1.2,5.75
2001-01-01,71666.66666666667,171949.0,8023.4,1.2,5.75
2001-01-02,72333.33333333333,172569.83333333334,8025.216666666666,1.2,5.75
2001-01-03,73000.0,173190.66666666666,8027.033333333333,1.3,5.75
2001-01-04,74333.33333333333,173811.5,8028.849999999999,1.5,5.583333333333333
2001-01-05,75666.66666666667,174432.33333333334,8030.666666666666,1.9,5.416666666666667
2001-01-06,77000.0,175053.16666666666,8032.483333333333,1.9,5.25
2001-01-07,78333.33333333333,175674.0,8034.299999999999,1.7,5.083333333333333
2001-01-08,79666.66666666667,176294.83333333334,8036.116666666667,2.1,4.916666666666667
2001-01-09,81000.0,176915.66666666666,8037.933333333333,1.7,4.75
2001-01-10,82333.33333333333,177536.5,8039.75,1.6,4.5
2001-01-11,83666.66666666667,178157.33333333334,8041.566666666667,1.2,4.25
2001-01-12,85000.0,178778.16666666666,8043.383333333333,1.4,4.0
2002-01-01,86100.0,179399.0,8045.2,1.8,4.0
2002-01-02,87200.0,180119.25,8048.758333333333,1.7,4.0
2002-01-03,88300.0,180839.5,8052.316666666667,1.7,4.0
2002-01-04,89366.66666666667,181559.75,8055.875,1.6,4.0
2002-01-05,90433.33333333333,182280.0,8059.433333333333,1.2,4.0
2002-01-06,91500.0,183000.25,8062.991666666667,1.1,4.0
2002-01-07,93333.33333333333,183720.5,8066.549999999999,1.4,4.0
2002-01-08,95166.66666666667,184440.75,8070.108333333333,1.3,4.0
2002-01-09,97000.0,185161.0,8073.666666666666,1.2,4.0
2002-01-10,99333.33333333333,185881.25,8077.224999999999,1.5,4.0
2002-01-11,101666.66666666667,186601.5,8080.783333333333,1.6,4.0
2002-01-12,104000.0,187321.75,8084.341666666666,1.7,4.0
2003-01-01,105991.66666666667,188042.0,8087.9,1.4,3.9166666666666665
2003-01-02,107983.33333333333,188599.75,8091.666666666666,1.6,3.8333333333333335
2003-01-03,109975.0,189157.5,8095.433333333333,1.6,3.75
2003-01-04,110816.66666666667,189715.25,8099.2,1.5,3.75
2003-01-05,111658.33333333333,190273.0,8102.966666666666,1.3,3.75
2003-01-06,112500.0,190830.75,8106.733333333334,1.2,3.75
2003-01-07,113333.33333333333,191388.5,8110.5,1.3,3.6666666666666665
2003-01-08,114166.66666666667,191946.25,8114.266666666666,1.4,3.5833333333333335
2003-01-09,115000.0,192504.0,8118.033333333334,1.3,3.5
2003-01-10,115583.33333333333,193061.75,8121.8,1.3,3.5833333333333335
2003-01-11,116166.66666666667,193619.5,8125.566666666667,1.3,3.6666666666666665
2003-01-12,116750.0,194177.25,8129.333333333334,1.3,3.75
2004-01-01,117833.33333333333,194735.0,8133.1,1.5,3.8333333333333335
2004-01-02,118916.66666666667,195550.08333333334,8138.916666666667,1.4,3.9166666666666665
2004-01-03,120000.0,196365.16666666666,8144.733333333334,1.2,4.0
2004-01-04,121650.0,197180.25,8150.55,1.1,4.083333333333333
2004-01-05,123300.0,197995.33333333334,8156.366666666667,1.4,4.166666666666667
2004-01-06,124950.0,198810.41666666666,8162.183333333333,1.5,4.25
2004-01-07,126300.0,199625.5,8168.0,1.4,4.416666666666667
2004-01-08,127650.0,200440.58333333334,8173.816666666667,1.4,4.583333333333333
2004-01-09,129000.0,201255.66666666666,8179.633333333333,1.2,4.75
2004-01-10,131000.0,202070.75,8185.45,1.3,4.75
2004-01-11,133000.0,202885.83333333334,8191.266666666666,1.5,4.75
2004-01-12,135000.0,203700.91666666666,8197.083333333332,1.8,4.75
2005-01-01,136000.0,204516.0,8202.9,1.7,4.75
